session_id,customer_id,event_time,channel,device,category,campaign,ab_variant,event_type
S0013248,C01008,2025-09-25T14:00:00,organic,mobile,sports,seo,treatment,visit
S0013249,C01008,2025-09-24T14:00:00,organic,tablet,food,seo,treatment,visit
S0013249,C01008,2025-09-24T14:05:00,organic,tablet,food,seo,treatment,product_view
S0013250,C01008,2025-10-12T19:00:00,organic,mobile,sports,seo,treatment,visit
S0013250,C01008,2025-10-12T19:02:00,organic,mobile,sports,seo,treatment,product_view
S0013250,C01008,2025-10-12T19:06:00,organic,mobile,sports,seo,treatment,add_to_cart
S0013251,C01008,2025-10-19T12:00:00,direct,mobile,beauty,brand_direct,treatment,visit
S0013251,C01008,2025-10-19T12:04:00,direct,mobile,beauty,brand_direct,treatment,product_view
S0013252,C01009,2025-07-21T22:00:00,paid_search,mobile,beauty,always_on_search,control,visit
S0013253,C01009,2025-08-25T08:00:00,affiliate,mobile,food,partner_cashback,control,visit
S0013253,C01009,2025-08-25T08:02:00,affiliate,mobile,food,partner_cashback,control,product_view
S0013253,C01009,2025-08-25T08:08:00,affiliate,mobile,food,partner_cashback,control,add_to_cart
S0013254,C01009,2025-09-16T11:00:00,paid_search,desktop,beauty,always_on_search,control,visit
S0013255,C01009,2025-11-01T08:00:00,organic,mobile,beauty,seo,control,visit
S0013256,C01009,2025-12-03T20:00:00,email,mobile,beauty,crm_lifecycle,control,visit
S0013257,C01010,2025-07-12T12:00:00,organic,mobile,apparel,seo,control,visit
S0013257,C01010,2025-07-12T12:02:00,organic,mobile,apparel,seo,control,product_view
S0013257,C01010,2025-07-12T12:10:00,organic,mobile,apparel,seo,control,add_to_cart
S0013257,C01010,2025-07-12T12:03:00,organic,mobile,apparel,seo,control,checkout
S0013257,C01010,2025-07-12T12:16:00,organic,mobile,apparel,seo,control,purchase
S0013258,C01010,2025-07-05T17:00:00,direct,mobile,apparel,brand_direct,control,visit
S0013258,C01010,2025-07-05T17:01:00,direct,mobile,apparel,brand_direct,control,product_view
S0013258,C01010,2025-07-05T17:08:00,direct,mobile,apparel,brand_direct,control,add_to_cart
S0013258,C01010,2025-07-05T17:03:00,direct,mobile,apparel,brand_direct,control,checkout
S0013259,C01010,2025-08-10T18:00:00,direct,desktop,sports,brand_direct,control,visit
S0013260,C01010,2025-08-23T20:00:00,direct,desktop,home,brand_direct,control,visit
S0013260,C01010,2025-08-23T20:05:00,direct,desktop,home,brand_direct,control,product_view
S0013261,C01010,2025-08-13T09:00:00,paid_search,mobile,beauty,always_on_search,control,visit
S0013261,C01010,2025-08-13T09:03:00,paid_search,mobile,beauty,always_on_search,control,product_view
S0013261,C01010,2025-08-13T09:06:00,paid_search,mobile,beauty,always_on_search,control,add_to_cart
S0013261,C01010,2025-08-13T09:06:00,paid_search,mobile,beauty,always_on_search,control,checkout
S0013261,C01010,2025-08-13T09:20:00,paid_search,mobile,beauty,always_on_search,control,purchase
S0013262,C01010,2025-08-20T21:00:00,organic,mobile,sports,seo,control,visit
S0013262,C01010,2025-08-20T21:02:00,organic,mobile,sports,seo,control,product_view
S0013262,C01010,2025-08-20T21:04:00,organic,mobile,sports,seo,control,add_to_cart
S0013262,C01010,2025-08-20T21:12:00,organic,mobile,sports,seo,control,checkout
S0013262,C01010,2025-08-20T21:04:00,organic,mobile,sports,seo,control,purchase
S0013263,C01010,2025-08-21T22:00:00,email,mobile,home,crm_lifecycle,control,visit
S0013263,C01010,2025-08-21T22:02:00,email,mobile,home,crm_lifecycle,control,product_view
S0013264,C01010,2025-08-09T20:00:00,social,mobile,home,summer_social,control,visit
S0013264,C01010,2025-08-09T20:01:00,social,mobile,home,summer_social,control,product_view
S0013265,C01010,2025-08-01T22:00:00,email,tablet,sports,crm_lifecycle,control,visit
S0013265,C01010,2025-08-01T22:04:00,email,tablet,sports,crm_lifecycle,control,product_view
S0013265,C01010,2025-08-01T22:02:00,email,tablet,sports,crm_lifecycle,control,add_to_cart
S0013265,C01010,2025-08-01T22:12:00,email,tablet,sports,crm_lifecycle,control,checkout
S0013266,C01010,2025-08-02T12:00:00,affiliate,desktop,beauty,partner_cashback,control,visit
S0013266,C01010,2025-08-02T12:05:00,affiliate,desktop,beauty,partner_cashback,control,product_view
S0013267,C01010,2025-08-19T12:00:00,direct,mobile,food,brand_direct,control,visit
S0013267,C01010,2025-08-19T12:04:00,direct,mobile,food,brand_direct,control,product_view
S0013267,C01010,2025-08-19T12:10:00,direct,mobile,food,brand_direct,control,add_to_cart
S0013267,C01010,2025-08-19T12:12:00,direct,mobile,food,brand_direct,control,checkout
S0013267,C01010,2025-08-19T12:16:00,direct,mobile,food,brand_direct,control,purchase
S0013268,C01010,2025-08-15T19:00:00,organic,desktop,sports,seo,control,visit
S0013268,C01010,2025-08-15T19:01:00,organic,desktop,sports,seo,control,product_view
S0013268,C01010,2025-08-15T19:04:00,organic,desktop,sports,seo,control,add_to_cart
S0013268,C01010,2025-08-15T19:15:00,organic,desktop,sports,seo,control,checkout
S0013269,C01010,2025-09-24T21:00:00,social,desktop,beauty,summer_social,control,visit
S0013269,C01010,2025-09-24T21:05:00,social,desktop,beauty,summer_social,control,product_view
S0013270,C01010,2025-09-18T21:00:00,affiliate,mobile,food,partner_cashback,control,visit
S0013270,C01010,2025-09-18T21:01:00,affiliate,mobile,food,partner_cashback,control,product_view
S0013270,C01010,2025-09-18T21:02:00,affiliate,mobile,food,partner_cashback,control,add_to_cart
S0013270,C01010,2025-09-18T21:03:00,affiliate,mobile,food,partner_cashback,control,checkout
S0013270,C01010,2025-09-18T21:04:00,affiliate,mobile,food,partner_cashback,control,purchase
S0013271,C01010,2025-09-24T19:00:00,social,desktop,food,summer_social,control,visit
S0013271,C01010,2025-09-24T19:03:00,social,desktop,food,summer_social,control,product_view
S0013272,C01010,2025-09-02T09:00:00,email,desktop,beauty,crm_lifecycle,control,visit
S0013273,C01010,2025-09-12T15:00:00,social,mobile,sports,summer_social,control,visit
S0013273,C01010,2025-09-12T15:05:00,social,mobile,sports,summer_social,control,product_view
S0013273,C01010,2025-09-12T15:04:00,social,mobile,sports,summer_social,control,add_to_cart
S0013273,C01010,2025-09-12T15:06:00,social,mobile,sports,summer_social,control,checkout
S0013274,C01010,2025-09-05T15:00:00,email,desktop,sports,crm_lifecycle,control,visit
S0013274,C01010,2025-09-05T15:02:00,email,desktop,sports,crm_lifecycle,control,product_view
S0013274,C01010,2025-09-05T15:10:00,email,desktop,sports,crm_lifecycle,control,add_to_cart
S0013274,C01010,2025-09-05T15:12:00,email,desktop,sports,crm_lifecycle,control,checkout
S0013274,C01010,2025-09-05T15:04:00,email,desktop,sports,crm_lifecycle,control,purchase
S0013275,C01010,2025-09-13T13:00:00,direct,tablet,beauty,brand_direct,control,visit
S0013275,C01010,2025-09-13T13:05:00,direct,tablet,beauty,brand_direct,control,product_view
S0013275,C01010,2025-09-13T13:02:00,direct,tablet,beauty,brand_direct,control,add_to_cart
S0013275,C01010,2025-09-13T13:12:00,direct,tablet,beauty,brand_direct,control,checkout
S0013275,C01010,2025-09-13T13:04:00,direct,tablet,beauty,brand_direct,control,purchase
S0013276,C01010,2025-10-03T12:00:00,direct,mobile,sports,brand_direct,control,visit
S0013276,C01010,2025-10-03T12:02:00,direct,mobile,sports,brand_direct,control,product_view
S0013277,C01010,2025-10-06T22:00:00,organic,mobile,food,seo,control,visit
S0013277,C01010,2025-10-06T22:01:00,organic,mobile,food,seo,control,product_view
S0013278,C01010,2025-10-11T10:00:00,email,mobile,sports,crm_lifecycle,control,visit
S0013278,C01010,2025-10-11T10:05:00,email,mobile,sports,crm_lifecycle,control,product_view
S0013278,C01010,2025-10-11T10:10:00,email,mobile,sports,crm_lifecycle,control,add_to_cart
S0013278,C01010,2025-10-11T10:12:00,email,mobile,sports,crm_lifecycle,control,checkout
S0013278,C01010,2025-10-11T10:16:00,email,mobile,sports,crm_lifecycle,control,purchase
S0013279,C01010,2025-11-17T18:00:00,organic,mobile,electronics,seo,control,visit
S0013279,C01010,2025-11-17T18:04:00,organic,mobile,electronics,seo,control,product_view
S0013280,C01010,2025-12-27T18:00:00,social,mobile,food,summer_social,control,visit
S0013280,C01010,2025-12-27T18:02:00,social,mobile,food,summer_social,control,product_view
S0013281,C01010,2025-12-23T20:00:00,social,desktop,sports,summer_social,control,visit
S0013282,C01010,2025-12-18T21:00:00,affiliate,desktop,food,partner_cashback,control,visit
S0013282,C01010,2025-12-18T21:01:00,affiliate,desktop,food,partner_cashback,control,product_view
S0013282,C01010,2025-12-18T21:04:00,affiliate,desktop,food,partner_cashback,control,add_to_cart
S0013282,C01010,2025-12-18T21:03:00,affiliate,desktop,food,partner_cashback,control,checkout
S0013282,C01010,2025-12-18T21:12:00,affiliate,desktop,food,partner_cashback,control,purchase
S0013283,C01010,2025-12-27T14:00:00,organic,tablet,apparel,seo,control,visit
S0013284,C01010,2025-12-09T20:00:00,paid_search,desktop,electronics,always_on_search,control,visit
S0013284,C01010,2025-12-09T20:03:00,paid_search,desktop,electronics,always_on_search,control,product_view
S0013285,C01011,2025-07-11T13:00:00,paid_search,mobile,beauty,always_on_search,control,visit
S0013285,C01011,2025-07-11T13:01:00,paid_search,mobile,beauty,always_on_search,control,product_view
S0013285,C01011,2025-07-11T13:02:00,paid_search,mobile,beauty,always_on_search,control,add_to_cart
S0013286,C01011,2025-07-15T13:00:00,social,mobile,beauty,summer_social,control,visit
S0013286,C01011,2025-07-15T13:02:00,social,mobile,beauty,summer_social,control,product_view
S0013287,C01011,2025-08-18T22:00:00,organic,mobile,beauty,seo,control,visit
S0013288,C01011,2025-09-12T09:00:00,paid_search,mobile,electronics,always_on_search,control,visit
S0013288,C01011,2025-09-12T09:04:00,paid_search,mobile,electronics,always_on_search,control,product_view
S0013288,C01011,2025-09-12T09:10:00,paid_search,mobile,electronics,always_on_search,control,add_to_cart
S0013289,C01011,2025-09-20T08:00:00,paid_search,tablet,apparel,always_on_search,control,visit
S0013289,C01011,2025-09-20T08:05:00,paid_search,tablet,apparel,always_on_search,control,product_view
S0013289,C01011,2025-09-20T08:02:00,paid_search,tablet,apparel,always_on_search,control,add_to_cart
S0013290,C01011,2025-10-04T13:00:00,affiliate,tablet,beauty,partner_cashback,control,visit
S0013290,C01011,2025-10-04T13:02:00,affiliate,tablet,beauty,partner_cashback,control,product_view
S0013290,C01011,2025-10-04T13:06:00,affiliate,tablet,beauty,partner_cashback,control,add_to_cart
S0013290,C01011,2025-10-04T13:03:00,affiliate,tablet,beauty,partner_cashback,control,checkout
S0013291,C01011,2025-10-07T10:00:00,organic,mobile,food,seo,control,visit
S0013291,C01011,2025-10-07T10:01:00,organic,mobile,food,seo,control,product_view
S0013291,C01011,2025-10-07T10:08:00,organic,mobile,food,seo,control,add_to_cart
S0013292,C01011,2025-10-02T17:00:00,organic,desktop,food,seo,control,visit
S0013292,C01011,2025-10-02T17:05:00,organic,desktop,food,seo,control,product_view
S0013293,C01011,2025-10-04T09:00:00,social,mobile,electronics,summer_social,control,visit
S0013293,C01011,2025-10-04T09:04:00,social,mobile,electronics,summer_social,control,product_view
S0013293,C01011,2025-10-04T09:06:00,social,mobile,electronics,summer_social,control,add_to_cart
S0013293,C01011,2025-10-04T09:03:00,social,mobile,electronics,summer_social,control,checkout
S0013293,C01011,2025-10-04T09:08:00,social,mobile,electronics,summer_social,control,purchase
S0013294,C01011,2025-11-04T08:00:00,direct,mobile,electronics,brand_direct,control,visit
S0013295,C01011,2025-11-05T09:00:00,affiliate,mobile,beauty,partner_cashback,control,visit
S0013295,C01011,2025-11-05T09:04:00,affiliate,mobile,beauty,partner_cashback,control,product_view
S0013296,C01011,2025-12-07T12:00:00,organic,mobile,beauty,seo,control,visit
S0013296,C01011,2025-12-07T12:04:00,organic,mobile,beauty,seo,control,product_view
S0013297,C01011,2025-12-25T19:00:00,direct,mobile,electronics,brand_direct,control,visit
S0013297,C01011,2025-12-25T19:05:00,direct,mobile,electronics,brand_direct,control,product_view
S0013297,C01011,2025-12-25T19:06:00,direct,mobile,electronics,brand_direct,control,add_to_cart
S0013298,C01012,2025-04-26T12:00:00,organic,desktop,home,seo,control,visit
S0013298,C01012,2025-04-26T12:02:00,organic,desktop,home,seo,control,product_view
S0013299,C01012,2025-04-03T17:00:00,affiliate,desktop,beauty,partner_cashback,control,visit
S0013299,C01012,2025-04-03T17:02:00,affiliate,desktop,beauty,partner_cashback,control,product_view
S0013300,C01012,2025-04-16T08:00:00,organic,mobile,food,seo,control,visit
S0013300,C01012,2025-04-16T08:01:00,organic,mobile,food,seo,control,product_view
S0013301,C01012,2025-06-02T09:00:00,organic,mobile,home,seo,control,visit
S0013301,C01012,2025-06-02T09:03:00,organic,mobile,home,seo,control,product_view
S0013302,C01012,2025-06-12T15:00:00,organic,mobile,electronics,seo,control,visit
S0013302,C01012,2025-06-12T15:01:00,organic,mobile,electronics,seo,control,product_view
S0013303,C01012,2025-07-11T21:00:00,email,desktop,electronics,crm_lifecycle,control,visit
S0013303,C01012,2025-07-11T21:03:00,email,desktop,electronics,crm_lifecycle,control,product_view
S0013304,C01012,2025-08-17T09:00:00,social,tablet,home,summer_social,control,visit
S0013304,C01012,2025-08-17T09:05:00,social,tablet,home,summer_social,control,product_view
S0013305,C01012,2025-09-17T12:00:00,email,mobile,food,crm_lifecycle,control,visit
S0013306,C01012,2025-10-02T15:00:00,social,mobile,electronics,summer_social,control,visit
S0013306,C01012,2025-10-02T15:05:00,social,mobile,electronics,summer_social,control,product_view
S0013307,C01012,2025-10-15T22:00:00,direct,mobile,electronics,brand_direct,control,visit
S0013308,C01012,2025-10-14T22:00:00,affiliate,mobile,electronics,partner_cashback,control,visit
S0013308,C01012,2025-10-14T22:03:00,affiliate,mobile,electronics,partner_cashback,control,product_view
S0013309,C01012,2025-10-10T19:00:00,organic,mobile,electronics,seo,control,visit
S0013309,C01012,2025-10-10T19:04:00,organic,mobile,electronics,seo,control,product_view
S0013310,C01012,2025-11-18T19:00:00,paid_search,desktop,electronics,always_on_search,control,visit
S0013311,C01012,2025-11-03T18:00:00,paid_search,mobile,electronics,always_on_search,control,visit
S0013312,C01012,2025-11-24T22:00:00,organic,mobile,electronics,seo,control,visit
S0013313,C01012,2025-12-04T16:00:00,social,mobile,beauty,summer_social,control,visit
S0013314,C01012,2025-12-13T18:00:00,email,tablet,beauty,crm_lifecycle,control,visit
S0013314,C01012,2025-12-13T18:01:00,email,tablet,beauty,crm_lifecycle,control,product_view
S0013315,C01012,2025-12-27T14:00:00,email,mobile,apparel,crm_lifecycle,control,visit
S0013315,C01012,2025-12-27T14:05:00,email,mobile,apparel,crm_lifecycle,control,product_view
S0013316,C01013,2025-03-23T17:00:00,paid_search,mobile,apparel,always_on_search,control,visit
S0013316,C01013,2025-03-23T17:02:00,paid_search,mobile,apparel,always_on_search,control,product_view
S0013317,C01013,2025-03-01T20:00:00,organic,desktop,beauty,seo,control,visit
S0013317,C01013,2025-03-01T20:02:00,organic,desktop,beauty,seo,control,product_view
S0013318,C01013,2025-03-23T14:00:00,organic,mobile,apparel,seo,control,visit
S0013318,C01013,2025-03-23T14:05:00,organic,mobile,apparel,seo,control,product_view
S0013319,C01013,2025-04-16T09:00:00,social,mobile,apparel,summer_social,control,visit
S0013320,C01013,2025-04-24T18:00:00,social,mobile,apparel,summer_social,control,visit
S0013320,C01013,2025-04-24T18:05:00,social,mobile,apparel,summer_social,control,product_view
S0013320,C01013,2025-04-24T18:10:00,social,mobile,apparel,summer_social,control,add_to_cart
S0013321,C01013,2025-04-10T18:00:00,organic,mobile,food,seo,control,visit
S0013321,C01013,2025-04-10T18:05:00,organic,mobile,food,seo,control,product_view
S0013321,C01013,2025-04-10T18:04:00,organic,mobile,food,seo,control,add_to_cart
S0013321,C01013,2025-04-10T18:09:00,organic,mobile,food,seo,control,checkout
S0013322,C01013,2025-04-27T08:00:00,social,mobile,home,summer_social,control,visit
S0013322,C01013,2025-04-27T08:01:00,social,mobile,home,summer_social,control,product_view
S0013322,C01013,2025-04-27T08:08:00,social,mobile,home,summer_social,control,add_to_cart
S0013323,C01013,2025-04-10T14:00:00,organic,tablet,apparel,seo,control,visit
S0013323,C01013,2025-04-10T14:02:00,organic,tablet,apparel,seo,control,product_view
S0013323,C01013,2025-04-10T14:08:00,organic,tablet,apparel,seo,control,add_to_cart
S0013323,C01013,2025-04-10T14:06:00,organic,tablet,apparel,seo,control,checkout
S0013323,C01013,2025-04-10T14:12:00,organic,tablet,apparel,seo,control,purchase
S0013324,C01013,2025-04-09T21:00:00,email,mobile,apparel,crm_lifecycle,control,visit
S0013324,C01013,2025-04-09T21:04:00,email,mobile,apparel,crm_lifecycle,control,product_view
S0013325,C01013,2025-04-21T11:00:00,affiliate,mobile,food,partner_cashback,control,visit
S0013325,C01013,2025-04-21T11:04:00,affiliate,mobile,food,partner_cashback,control,product_view
S0013325,C01013,2025-04-21T11:04:00,affiliate,mobile,food,partner_cashback,control,add_to_cart
S0013325,C01013,2025-04-21T11:06:00,affiliate,mobile,food,partner_cashback,control,checkout
S0013326,C01013,2025-05-04T16:00:00,email,mobile,apparel,crm_lifecycle,control,visit
S0013327,C01013,2025-05-05T12:00:00,email,mobile,apparel,crm_lifecycle,control,visit
S0013328,C01013,2025-06-20T17:00:00,paid_search,desktop,home,always_on_search,control,visit
S0013328,C01013,2025-06-20T17:01:00,paid_search,desktop,home,always_on_search,control,product_view
S0013329,C01013,2025-07-04T17:00:00,social,mobile,apparel,summer_social,control,visit
S0013329,C01013,2025-07-04T17:01:00,social,mobile,apparel,summer_social,control,product_view
S0013330,C01014,2025-08-10T13:00:00,social,mobile,sports,summer_social,treatment,visit
S0013330,C01014,2025-08-10T13:05:00,social,mobile,sports,summer_social,treatment,product_view
S0013330,C01014,2025-08-10T13:06:00,social,mobile,sports,summer_social,treatment,add_to_cart
S0013331,C01014,2025-10-13T19:00:00,email,desktop,electronics,crm_lifecycle,treatment,visit
S0013332,C01014,2025-11-07T19:00:00,affiliate,mobile,beauty,partner_cashback,treatment,visit
S0013333,C01014,2025-12-18T09:00:00,email,mobile,sports,crm_lifecycle,treatment,visit
S0013333,C01014,2025-12-18T09:02:00,email,mobile,sports,crm_lifecycle,treatment,product_view
S0013333,C01014,2025-12-18T09:08:00,email,mobile,sports,crm_lifecycle,treatment,add_to_cart
S0013334,C01014,2025-12-14T13:00:00,direct,mobile,sports,brand_direct,treatment,visit
S0013334,C01014,2025-12-14T13:05:00,direct,mobile,sports,brand_direct,treatment,product_view
S0013335,C01015,2025-06-06T09:00:00,affiliate,mobile,food,partner_cashback,treatment,visit
S0013335,C01015,2025-06-06T09:04:00,affiliate,mobile,food,partner_cashback,treatment,product_view
S0013335,C01015,2025-06-06T09:02:00,affiliate,mobile,food,partner_cashback,treatment,add_to_cart
S0013336,C01015,2025-06-18T17:00:00,email,tablet,food,crm_lifecycle,treatment,visit
S0013336,C01015,2025-06-18T17:03:00,email,tablet,food,crm_lifecycle,treatment,product_view
S0013337,C01015,2025-06-24T16:00:00,social,mobile,food,summer_social,treatment,visit
S0013337,C01015,2025-06-24T16:02:00,social,mobile,food,summer_social,treatment,product_view
S0013338,C01015,2025-07-27T13:00:00,paid_search,mobile,food,always_on_search,treatment,visit
S0013338,C01015,2025-07-27T13:05:00,paid_search,mobile,food,always_on_search,treatment,product_view
S0013339,C01015,2025-07-10T08:00:00,organic,desktop,food,seo,treatment,visit
S0013340,C01015,2025-08-26T20:00:00,email,mobile,food,crm_lifecycle,treatment,visit
S0013340,C01015,2025-08-26T20:03:00,email,mobile,food,crm_lifecycle,treatment,product_view
S0013341,C01015,2025-09-21T12:00:00,organic,desktop,food,seo,treatment,visit
S0013341,C01015,2025-09-21T12:02:00,organic,desktop,food,seo,treatment,product_view
S0013342,C01015,2025-10-01T15:00:00,organic,mobile,food,seo,treatment,visit
S0013342,C01015,2025-10-01T15:02:00,organic,mobile,food,seo,treatment,product_view
S0013343,C01015,2025-10-25T22:00:00,organic,mobile,food,seo,treatment,visit
S0013343,C01015,2025-10-25T22:05:00,organic,mobile,food,seo,treatment,product_view
S0013343,C01015,2025-10-25T22:08:00,organic,mobile,food,seo,treatment,add_to_cart
S0013344,C01015,2025-11-04T15:00:00,email,desktop,apparel,crm_lifecycle,treatment,visit
S0013344,C01015,2025-11-04T15:02:00,email,desktop,apparel,crm_lifecycle,treatment,product_view
S0013344,C01015,2025-11-04T15:08:00,email,desktop,apparel,crm_lifecycle,treatment,add_to_cart
S0013344,C01015,2025-11-04T15:03:00,email,desktop,apparel,crm_lifecycle,treatment,checkout
S0013344,C01015,2025-11-04T15:04:00,email,desktop,apparel,crm_lifecycle,treatment,purchase
S0013345,C01015,2025-12-24T18:00:00,paid_search,mobile,home,always_on_search,treatment,visit
S0013345,C01015,2025-12-24T18:01:00,paid_search,mobile,home,always_on_search,treatment,product_view
S0013345,C01015,2025-12-24T18:08:00,paid_search,mobile,home,always_on_search,treatment,add_to_cart
S0013345,C01015,2025-12-24T18:09:00,paid_search,mobile,home,always_on_search,treatment,checkout
S0013346,C01015,2025-12-24T22:00:00,organic,mobile,apparel,seo,treatment,visit
S0013346,C01015,2025-12-24T22:04:00,organic,mobile,apparel,seo,treatment,product_view
S0013346,C01015,2025-12-24T22:08:00,organic,mobile,apparel,seo,treatment,add_to_cart
S0013347,C01016,2025-08-27T09:00:00,direct,mobile,sports,brand_direct,control,visit
S0013347,C01016,2025-08-27T09:04:00,direct,mobile,sports,brand_direct,control,product_view
S0013348,C01016,2025-08-06T18:00:00,social,mobile,sports,summer_social,control,visit
S0013348,C01016,2025-08-06T18:03:00,social,mobile,sports,summer_social,control,product_view
S0013349,C01016,2025-09-15T19:00:00,affiliate,desktop,sports,partner_cashback,control,visit
S0013349,C01016,2025-09-15T19:01:00,affiliate,desktop,sports,partner_cashback,control,product_view
S0013350,C01016,2025-09-05T20:00:00,social,mobile,electronics,summer_social,control,visit
S0013350,C01016,2025-09-05T20:02:00,social,mobile,electronics,summer_social,control,product_view
S0013351,C01016,2025-10-05T09:00:00,affiliate,mobile,electronics,partner_cashback,control,visit
S0013351,C01016,2025-10-05T09:05:00,affiliate,mobile,electronics,partner_cashback,control,product_view
S0013352,C01016,2025-12-23T08:00:00,paid_search,mobile,apparel,always_on_search,control,visit
S0013352,C01016,2025-12-23T08:04:00,paid_search,mobile,apparel,always_on_search,control,product_view
S0013353,C01016,2025-12-19T10:00:00,email,mobile,electronics,crm_lifecycle,control,visit
S0013353,C01016,2025-12-19T10:05:00,email,mobile,electronics,crm_lifecycle,control,product_view
S0013353,C01016,2025-12-19T10:02:00,email,mobile,electronics,crm_lifecycle,control,add_to_cart
S0013354,C01016,2025-12-24T14:00:00,email,mobile,food,crm_lifecycle,control,visit
S0013354,C01016,2025-12-24T14:04:00,email,mobile,food,crm_lifecycle,control,product_view
S0013355,C01017,2025-11-26T22:00:00,email,mobile,beauty,crm_lifecycle,control,visit
S0013356,C01017,2025-11-06T20:00:00,affiliate,mobile,beauty,partner_cashback,control,visit
S0013356,C01017,2025-11-06T20:01:00,affiliate,mobile,beauty,partner_cashback,control,product_view
S0013357,C01018,2025-02-08T10:00:00,social,mobile,electronics,summer_social,control,visit
S0013358,C01018,2025-02-05T15:00:00,paid_search,desktop,electronics,always_on_search,control,visit
S0013359,C01018,2025-02-07T18:00:00,email,mobile,apparel,crm_lifecycle,control,visit
S0013359,C01018,2025-02-07T18:03:00,email,mobile,apparel,crm_lifecycle,control,product_view
S0013359,C01018,2025-02-07T18:08:00,email,mobile,apparel,crm_lifecycle,control,add_to_cart
S0013360,C01018,2025-02-11T20:00:00,email,mobile,sports,crm_lifecycle,control,visit
S0013360,C01018,2025-02-11T20:03:00,email,mobile,sports,crm_lifecycle,control,product_view
S0013361,C01018,2025-02-11T20:00:00,direct,mobile,home,brand_direct,control,visit
S0013361,C01018,2025-02-11T20:02:00,direct,mobile,home,brand_direct,control,product_view
S0013362,C01018,2025-03-21T16:00:00,organic,desktop,apparel,seo,control,visit
S0013362,C01018,2025-03-21T16:02:00,organic,desktop,apparel,seo,control,product_view
S0013363,C01018,2025-03-18T19:00:00,organic,desktop,apparel,seo,control,visit
S0013363,C01018,2025-03-18T19:03:00,organic,desktop,apparel,seo,control,product_view
S0013364,C01018,2025-03-16T21:00:00,email,desktop,food,crm_lifecycle,control,visit
S0013364,C01018,2025-03-16T21:02:00,email,desktop,food,crm_lifecycle,control,product_view
S0013364,C01018,2025-03-16T21:04:00,email,desktop,food,crm_lifecycle,control,add_to_cart
S0013364,C01018,2025-03-16T21:12:00,email,desktop,food,crm_lifecycle,control,checkout
S0013365,C01018,2025-03-13T22:00:00,paid_search,mobile,apparel,always_on_search,control,visit
S0013365,C01018,2025-03-13T22:03:00,paid_search,mobile,apparel,always_on_search,control,product_view
S0013365,C01018,2025-03-13T22:10:00,paid_search,mobile,apparel,always_on_search,control,add_to_cart
S0013365,C01018,2025-03-13T22:03:00,paid_search,mobile,apparel,always_on_search,control,checkout
S0013366,C01018,2025-04-06T14:00:00,email,tablet,apparel,crm_lifecycle,control,visit
S0013367,C01018,2025-04-19T10:00:00,paid_search,mobile,apparel,always_on_search,control,visit
S0013367,C01018,2025-04-19T10:05:00,paid_search,mobile,apparel,always_on_search,control,product_view
S0013368,C01018,2025-04-14T08:00:00,organic,desktop,beauty,seo,control,visit
S0013368,C01018,2025-04-14T08:05:00,organic,desktop,beauty,seo,control,product_view
S0013368,C01018,2025-04-14T08:02:00,organic,desktop,beauty,seo,control,add_to_cart
S0013368,C01018,2025-04-14T08:09:00,organic,desktop,beauty,seo,control,checkout
S0013368,C01018,2025-04-14T08:12:00,organic,desktop,beauty,seo,control,purchase
S0013369,C01018,2025-04-25T18:00:00,organic,mobile,apparel,seo,control,visit
S0013369,C01018,2025-04-25T18:04:00,organic,mobile,apparel,seo,control,product_view
S0013370,C01018,2025-04-09T15:00:00,social,mobile,sports,summer_social,control,visit
S0013370,C01018,2025-04-09T15:04:00,social,mobile,sports,summer_social,control,product_view
S0013370,C01018,2025-04-09T15:08:00,social,mobile,sports,summer_social,control,add_to_cart
S0013370,C01018,2025-04-09T15:15:00,social,mobile,sports,summer_social,control,checkout
S0013370,C01018,2025-04-09T15:08:00,social,mobile,sports,summer_social,control,purchase
S0013371,C01018,2025-04-01T14:00:00,organic,mobile,apparel,seo,control,visit
S0013371,C01018,2025-04-01T14:01:00,organic,mobile,apparel,seo,control,product_view
S0013372,C01018,2025-04-25T10:00:00,direct,mobile,apparel,brand_direct,control,visit
S0013372,C01018,2025-04-25T10:01:00,direct,mobile,apparel,brand_direct,control,product_view
S0013372,C01018,2025-04-25T10:04:00,direct,mobile,apparel,brand_direct,control,add_to_cart
S0013372,C01018,2025-04-25T10:15:00,direct,mobile,apparel,brand_direct,control,checkout
S0013372,C01018,2025-04-25T10:20:00,direct,mobile,apparel,brand_direct,control,purchase
S0013373,C01018,2025-05-19T10:00:00,organic,mobile,apparel,seo,control,visit
S0013373,C01018,2025-05-19T10:04:00,organic,mobile,apparel,seo,control,product_view
S0013373,C01018,2025-05-19T10:04:00,organic,mobile,apparel,seo,control,add_to_cart
S0013373,C01018,2025-05-19T10:09:00,organic,mobile,apparel,seo,control,checkout
S0013373,C01018,2025-05-19T10:16:00,organic,mobile,apparel,seo,control,purchase
S0013374,C01018,2025-05-15T08:00:00,organic,mobile,apparel,seo,control,visit
S0013374,C01018,2025-05-15T08:04:00,organic,mobile,apparel,seo,control,product_view
S0013375,C01018,2025-05-09T08:00:00,social,mobile,apparel,summer_social,control,visit
S0013375,C01018,2025-05-09T08:02:00,social,mobile,apparel,summer_social,control,product_view
S0013375,C01018,2025-05-09T08:04:00,social,mobile,apparel,summer_social,control,add_to_cart
