order_id,session_id,customer_id,order_date,channel,device,category,campaign,ab_variant,gross_revenue,coupon_spend,net_revenue,gross_margin,returned,base_segment
O0001036,S0011366,C00866,2025-11-20T11:00:00,social,mobile,apparel,summer_social,control,244.5,12.22,232.27,89.55,0,champion
O0001037,S0011403,C00868,2025-11-19T19:00:00,paid_search,mobile,electronics,always_on_search,treatment,314.87,36.21,278.66,89.53,0,steady
O0001038,S0011412,C00869,2025-06-18T08:00:00,organic,mobile,home,seo,control,217.44,10.87,206.57,78.76,0,champion
O0001039,S0011440,C00870,2025-06-17T18:00:00,organic,mobile,electronics,seo,treatment,212.89,39.38,173.5,42.32,0,deal_seeker
O0001040,S0011453,C00870,2025-10-11T09:00:00,paid_search,mobile,beauty,always_on_search,treatment,217.57,40.25,177.32,43.42,0,deal_seeker
O0001041,S0011464,C00872,2025-03-26T16:00:00,social,desktop,electronics,summer_social,treatment,139.03,25.72,113.31,27.86,0,deal_seeker
O0001042,S0011467,C00872,2025-04-20T16:00:00,paid_search,desktop,beauty,always_on_search,treatment,116.72,21.59,95.13,22.59,0,deal_seeker
O0001043,S0011469,C00872,2025-05-12T20:00:00,social,mobile,home,summer_social,treatment,230.8,42.7,188.1,46.55,1,deal_seeker
O0001044,S0011481,C00872,2025-09-16T15:00:00,affiliate,mobile,electronics,partner_cashback,treatment,118.7,24.33,94.36,19.37,0,deal_seeker
O0001045,S0011490,C00873,2025-06-08T08:00:00,affiliate,mobile,home,partner_cashback,control,391.78,66.6,325.18,86.3,1,deal_seeker
O0001046,S0011503,C00874,2025-03-05T20:00:00,social,mobile,sports,summer_social,control,264.19,13.21,250.98,97.41,0,champion
O0001047,S0011509,C00874,2025-04-10T19:00:00,organic,mobile,sports,seo,control,257.75,12.89,244.86,94.84,0,champion
O0001048,S0011510,C00874,2025-05-06T09:00:00,organic,desktop,apparel,seo,control,528.04,26.4,501.64,205.69,0,champion
O0001049,S0011518,C00874,2025-06-13T14:00:00,email,desktop,sports,crm_lifecycle,control,273.15,13.66,259.5,103.99,1,champion
O0001050,S0011519,C00874,2025-07-14T14:00:00,affiliate,mobile,sports,partner_cashback,control,727.23,50.91,676.32,276.06,0,champion
O0001051,S0011522,C00874,2025-07-14T15:00:00,social,mobile,electronics,summer_social,control,413.0,20.65,392.35,156.79,0,champion
O0001052,S0011525,C00874,2025-09-23T10:00:00,email,desktop,sports,crm_lifecycle,control,294.41,14.72,279.69,112.47,0,champion
O0001053,S0011555,C00877,2025-01-23T20:00:00,paid_search,mobile,sports,always_on_search,treatment,447.58,38.04,409.54,164.01,0,champion
O0001054,S0011558,C00877,2025-02-01T18:00:00,affiliate,mobile,food,partner_cashback,treatment,351.47,36.9,314.56,124.12,0,champion
O0001055,S0011561,C00877,2025-02-24T10:00:00,social,mobile,food,summer_social,treatment,186.31,15.84,170.47,63.6,0,champion
O0001056,S0011564,C00877,2025-04-07T17:00:00,social,desktop,sports,summer_social,treatment,592.2,50.34,541.86,222.58,0,champion
O0001057,S0011565,C00877,2025-04-05T14:00:00,paid_search,desktop,beauty,always_on_search,treatment,397.59,33.79,363.79,147.79,0,champion
O0001058,S0011566,C00877,2025-04-04T22:00:00,organic,desktop,sports,seo,treatment,448.17,38.09,410.08,167.23,0,champion
O0001059,S0011568,C00877,2025-05-16T08:00:00,social,mobile,apparel,summer_social,treatment,483.6,41.11,442.49,177.85,0,champion
O0001060,S0011570,C00877,2025-06-11T20:00:00,paid_search,mobile,food,always_on_search,treatment,193.18,16.42,176.76,66.24,0,champion
O0001061,S0011573,C00877,2025-06-19T20:00:00,social,mobile,sports,summer_social,treatment,165.59,14.08,151.52,55.64,0,champion
O0001062,S0011576,C00877,2025-07-24T16:00:00,organic,mobile,beauty,seo,treatment,433.18,36.82,396.36,158.47,0,champion
O0001063,S0011578,C00877,2025-08-18T18:00:00,email,desktop,sports,crm_lifecycle,treatment,365.46,31.06,334.4,135.45,0,champion
O0001064,S0011580,C00877,2025-09-17T16:00:00,organic,mobile,sports,seo,treatment,333.96,28.39,305.57,120.34,0,champion
O0001065,S0011587,C00877,2025-12-26T15:00:00,organic,mobile,beauty,seo,treatment,515.95,43.86,472.1,190.28,0,champion
O0001066,S0011588,C00877,2025-12-08T08:00:00,email,desktop,apparel,crm_lifecycle,treatment,243.6,20.71,222.89,88.61,0,champion
O0001067,S0011589,C00877,2025-12-12T14:00:00,organic,mobile,beauty,seo,treatment,564.87,48.01,516.85,209.08,0,champion
O0001068,S0011602,C00878,2025-12-16T14:00:00,organic,mobile,sports,seo,treatment,215.43,39.85,175.57,42.92,0,deal_seeker
O0001069,S0011624,C00880,2025-11-06T09:00:00,direct,mobile,beauty,brand_direct,control,324.12,25.93,298.19,96.37,1,steady
O0001070,S0011631,C00881,2025-05-23T16:00:00,affiliate,mobile,home,partner_cashback,treatment,283.96,38.34,245.63,77.97,0,steady
O0001071,S0011638,C00881,2025-11-02T12:00:00,affiliate,mobile,home,partner_cashback,treatment,178.42,24.09,154.34,46.02,1,steady
O0001072,S0011647,C00882,2025-07-20T16:00:00,affiliate,mobile,home,partner_cashback,treatment,224.25,45.97,178.28,43.7,0,deal_seeker
O0001073,S0011649,C00882,2025-07-12T10:00:00,social,desktop,home,summer_social,treatment,191.1,35.35,155.74,40.17,1,deal_seeker
O0001074,S0011667,C00884,2025-04-06T15:00:00,paid_search,mobile,home,always_on_search,treatment,71.64,10.39,61.25,10.99,0,new_or_low
O0001075,S0011689,C00886,2025-09-03T18:00:00,affiliate,desktop,sports,partner_cashback,control,219.5,21.95,197.55,64.14,0,steady
O0001076,S0011713,C00888,2025-04-09T20:00:00,email,desktop,electronics,crm_lifecycle,control,462.54,37.0,425.53,143.94,0,steady
O0001077,S0011727,C00889,2025-06-11T22:00:00,social,mobile,electronics,summer_social,treatment,277.06,51.26,225.8,57.48,0,deal_seeker
O0001078,S0011778,C00893,2025-08-04T21:00:00,direct,mobile,electronics,brand_direct,treatment,202.57,23.3,179.28,54.75,0,steady
O0001079,S0011781,C00893,2025-11-18T17:00:00,email,desktop,beauty,crm_lifecycle,treatment,183.4,21.09,162.31,51.81,0,steady
O0001080,S0011783,C00894,2025-08-17T22:00:00,paid_search,tablet,food,always_on_search,control,211.87,23.31,188.57,53.46,0,new_or_low
O0001081,S0011801,C00895,2025-07-06T18:00:00,paid_search,mobile,home,always_on_search,treatment,174.06,32.2,141.86,33.14,0,deal_seeker
O0001082,S0011810,C00895,2025-12-02T12:00:00,affiliate,tablet,home,partner_cashback,treatment,196.38,40.26,156.12,40.28,0,deal_seeker
O0001083,S0011822,C00898,2025-07-02T10:00:00,social,mobile,beauty,summer_social,control,231.34,34.7,196.64,49.03,0,deal_seeker
O0001084,S0011823,C00898,2025-08-04T14:00:00,social,mobile,beauty,summer_social,control,85.61,12.84,72.77,13.1,0,deal_seeker
O0001085,S0011851,C00899,2025-10-18T14:00:00,social,mobile,apparel,summer_social,control,128.19,19.23,108.96,23.6,0,deal_seeker
O0001086,S0011865,C00901,2025-04-11T13:00:00,paid_search,mobile,apparel,always_on_search,control,187.0,28.05,158.95,38.09,0,deal_seeker
O0001087,S0011874,C00901,2025-07-16T16:00:00,direct,mobile,home,brand_direct,control,105.57,15.84,89.73,18.02,1,deal_seeker
O0001088,S0011878,C00901,2025-08-05T16:00:00,paid_search,mobile,apparel,always_on_search,control,106.33,15.95,90.38,18.21,0,deal_seeker
O0001089,S0011882,C00901,2025-12-24T16:00:00,direct,mobile,apparel,brand_direct,control,103.61,15.54,88.06,17.54,1,deal_seeker
O0001090,S0011907,C00904,2025-06-04T18:00:00,organic,desktop,sports,seo,treatment,403.06,46.35,356.71,119.85,1,steady
O0001091,S0011917,C00905,2025-02-20T14:00:00,paid_search,mobile,food,always_on_search,control,345.47,17.27,328.2,129.84,0,champion
O0001092,S0011918,C00905,2025-02-01T08:00:00,social,tablet,food,summer_social,control,808.17,40.41,767.76,317.46,0,champion
O0001093,S0011921,C00905,2025-03-02T18:00:00,email,mobile,food,crm_lifecycle,control,319.07,15.95,303.12,119.31,0,champion
O0001094,S0011928,C00905,2025-05-11T11:00:00,direct,mobile,food,brand_direct,control,324.57,16.23,308.34,121.5,0,champion
O0001095,S0011930,C00905,2025-05-17T13:00:00,email,mobile,food,crm_lifecycle,control,213.63,10.68,202.95,77.24,1,champion
O0001096,S0011933,C00905,2025-06-23T21:00:00,organic,mobile,apparel,seo,control,435.31,21.77,413.54,165.69,0,champion
O0001097,S0011934,C00905,2025-06-17T20:00:00,paid_search,mobile,home,always_on_search,control,255.12,12.76,242.36,93.79,0,champion
O0001098,S0011942,C00905,2025-08-18T21:00:00,direct,mobile,food,brand_direct,control,422.22,21.11,401.11,160.47,0,champion
O0001099,S0011944,C00905,2025-09-18T17:00:00,affiliate,mobile,apparel,partner_cashback,control,285.04,19.95,265.09,103.34,0,champion
O0001100,S0011946,C00905,2025-11-13T21:00:00,email,desktop,sports,crm_lifecycle,control,206.62,10.33,196.29,77.44,0,champion
O0001101,S0011961,C00907,2025-02-07T11:00:00,email,mobile,food,crm_lifecycle,control,258.92,12.95,245.97,95.31,0,champion
O0001102,S0011962,C00907,2025-02-14T11:00:00,organic,mobile,food,seo,control,452.9,22.65,430.26,172.71,0,champion
O0001103,S0011968,C00907,2025-03-18T09:00:00,email,mobile,apparel,crm_lifecycle,control,178.62,8.93,169.69,63.27,0,champion
O0001104,S0011969,C00907,2025-03-25T12:00:00,social,mobile,apparel,summer_social,control,341.39,17.07,324.32,128.22,0,champion
O0001105,S0011975,C00907,2025-05-22T15:00:00,paid_search,mobile,apparel,always_on_search,control,364.68,18.23,346.45,137.51,0,champion
O0001106,S0011976,C00907,2025-05-23T08:00:00,organic,desktop,apparel,seo,control,559.13,27.96,531.17,218.09,0,champion
O0001107,S0011977,C00907,2025-05-23T09:00:00,organic,desktop,electronics,seo,control,305.06,15.25,289.8,116.72,0,champion
O0001108,S0011978,C00907,2025-06-17T19:00:00,email,mobile,apparel,crm_lifecycle,control,404.1,20.2,383.89,153.23,0,champion
O0001109,S0011982,C00907,2025-07-24T18:00:00,email,desktop,apparel,crm_lifecycle,control,492.58,24.63,467.95,191.54,0,champion
O0001110,S0011985,C00907,2025-08-02T16:00:00,social,mobile,apparel,summer_social,control,402.18,20.11,382.07,152.47,0,champion
O0001111,S0011987,C00907,2025-08-01T20:00:00,email,mobile,apparel,crm_lifecycle,control,283.33,14.17,269.17,105.05,0,champion
O0001112,S0012000,C00908,2025-11-13T19:00:00,paid_search,desktop,beauty,always_on_search,treatment,171.4,24.85,146.55,40.43,0,new_or_low
O0001113,S0012004,C00909,2025-07-27T14:00:00,social,mobile,apparel,summer_social,treatment,259.94,29.89,230.05,72.52,0,steady
O0001114,S0012010,C00909,2025-10-12T11:00:00,direct,mobile,beauty,brand_direct,treatment,186.96,21.5,165.46,49.91,0,steady
O0001115,S0012022,C00911,2025-03-05T09:00:00,social,desktop,beauty,summer_social,control,272.67,13.63,259.04,103.8,0,champion
O0001116,S0012025,C00911,2025-04-22T09:00:00,paid_search,mobile,beauty,always_on_search,control,316.32,15.82,300.5,118.21,0,champion
O0001117,S0012030,C00911,2025-06-20T15:00:00,organic,mobile,beauty,seo,control,335.75,16.79,318.96,125.96,0,champion
O0001118,S0012036,C00911,2025-08-12T20:00:00,organic,tablet,electronics,seo,control,316.94,15.85,301.09,121.46,0,champion
O0001119,S0012040,C00911,2025-09-10T10:00:00,organic,mobile,beauty,seo,control,565.29,28.26,537.03,217.55,0,champion
O0001120,S0012043,C00911,2025-10-14T10:00:00,paid_search,desktop,beauty,always_on_search,control,378.92,18.95,359.97,146.19,0,champion
O0001121,S0012044,C00911,2025-11-08T15:00:00,social,desktop,beauty,summer_social,control,225.43,11.27,214.16,84.95,0,champion
O0001122,S0012102,C00916,2025-07-13T20:00:00,paid_search,mobile,electronics,always_on_search,treatment,215.42,24.77,190.65,58.73,0,steady
O0001123,S0012109,C00916,2025-12-19T13:00:00,organic,mobile,home,seo,treatment,250.64,28.82,221.81,69.63,0,steady
O0001124,S0012115,C00917,2025-11-11T18:00:00,direct,tablet,home,brand_direct,control,375.92,30.07,345.84,116.05,0,steady
O0001125,S0012159,C00923,2025-03-21T08:00:00,paid_search,mobile,food,always_on_search,treatment,55.98,8.12,47.86,6.84,0,new_or_low
O0001126,S0012210,C00927,2025-03-18T19:00:00,paid_search,mobile,food,always_on_search,treatment,553.35,47.03,506.32,204.65,0,champion
O0001127,S0012218,C00927,2025-05-16T15:00:00,direct,mobile,home,brand_direct,treatment,661.91,56.26,605.65,246.37,0,champion
O0001128,S0012223,C00927,2025-07-25T13:00:00,organic,mobile,food,seo,treatment,442.04,37.57,404.47,161.88,0,champion
O0001129,S0012238,C00930,2025-08-02T17:00:00,organic,mobile,sports,seo,control,194.52,15.56,178.96,54.63,0,steady
O0001130,S0012239,C00930,2025-09-19T16:00:00,affiliate,desktop,electronics,partner_cashback,control,202.53,20.25,182.27,58.8,0,steady
O0001131,S0012244,C00931,2025-07-12T14:00:00,organic,mobile,electronics,seo,treatment,316.76,36.43,280.33,90.12,0,steady
O0001132,S0012255,C00932,2025-10-08T11:00:00,email,mobile,electronics,crm_lifecycle,treatment,300.88,55.66,245.22,63.11,1,deal_seeker
O0001133,S0012259,C00933,2025-12-12T19:00:00,paid_search,desktop,food,always_on_search,treatment,272.15,31.3,240.85,79.3,0,steady
O0001134,S0012261,C00934,2025-09-13T10:00:00,paid_search,mobile,sports,always_on_search,treatment,107.27,15.55,91.71,20.43,0,new_or_low
O0001135,S0012267,C00935,2025-07-11T18:00:00,organic,mobile,beauty,seo,control,272.0,21.76,250.24,79.58,0,steady
O0001136,S0012270,C00935,2025-07-04T19:00:00,organic,desktop,electronics,seo,control,184.69,14.78,169.92,54.47,0,steady
O0001137,S0012273,C00935,2025-10-12T14:00:00,organic,mobile,apparel,seo,control,205.25,16.42,188.83,58.09,0,steady
O0001138,S0012281,C00936,2025-09-04T13:00:00,social,desktop,sports,summer_social,control,350.19,52.53,297.66,81.32,0,deal_seeker
O0001139,S0012290,C00937,2025-02-12T10:00:00,social,desktop,beauty,summer_social,control,181.74,14.54,167.2,53.52,0,steady
O0001140,S0012305,C00937,2025-12-20T08:00:00,paid_search,desktop,beauty,always_on_search,control,167.88,13.43,154.45,49.06,0,steady
O0001141,S0012308,C00938,2025-08-26T20:00:00,paid_search,desktop,apparel,always_on_search,control,133.54,20.03,113.51,27.92,0,deal_seeker
O0001142,S0012310,C00938,2025-09-26T17:00:00,paid_search,mobile,electronics,always_on_search,control,209.26,31.39,177.88,43.58,0,deal_seeker
O0001143,S0012328,C00939,2025-12-02T15:00:00,paid_search,mobile,apparel,always_on_search,control,172.26,13.78,158.48,47.47,0,steady
O0001144,S0012340,C00941,2025-07-07T15:00:00,email,mobile,home,crm_lifecycle,control,205.06,30.76,174.3,42.55,0,deal_seeker
O0001145,S0012344,C00941,2025-08-06T14:00:00,paid_search,mobile,home,always_on_search,control,278.38,41.76,236.63,60.62,0,deal_seeker
O0001146,S0012351,C00941,2025-11-23T08:00:00,email,mobile,home,crm_lifecycle,control,247.85,37.18,210.68,53.1,0,deal_seeker
O0001147,S0012374,C00943,2025-09-05T09:00:00,email,desktop,electronics,crm_lifecycle,treatment,185.13,34.25,150.88,38.76,0,deal_seeker
O0001148,S0012394,C00944,2025-06-10T20:00:00,paid_search,mobile,beauty,always_on_search,treatment,223.41,18.99,204.42,77.86,0,champion
O0001149,S0012401,C00944,2025-08-26T21:00:00,organic,mobile,home,seo,treatment,395.28,33.6,361.68,143.91,0,champion
O0001150,S0012405,C00944,2025-09-10T21:00:00,email,mobile,beauty,crm_lifecycle,treatment,441.24,37.51,403.73,161.57,0,champion
O0001151,S0012408,C00944,2025-10-13T22:00:00,organic,mobile,sports,seo,treatment,177.84,15.12,162.72,60.34,0,champion
O0001152,S0012420,C00945,2025-12-11T08:00:00,social,mobile,beauty,summer_social,control,240.74,12.04,228.71,88.06,0,champion
O0001153,S0012432,C00946,2025-12-06T15:00:00,paid_search,desktop,food,always_on_search,treatment,96.82,11.13,85.68,24.99,0,steady
O0001154,S0012433,C00946,2025-12-11T09:00:00,paid_search,tablet,food,always_on_search,treatment,235.61,27.09,208.51,67.98,0,steady
O0001155,S0012469,C00950,2025-09-20T10:00:00,organic,desktop,sports,seo,control,202.97,16.24,186.74,60.36,1,steady
O0001156,S0012475,C00950,2025-12-15T15:00:00,social,mobile,home,summer_social,control,239.86,19.19,220.67,69.23,0,steady
O0001157,S0012492,C00951,2025-10-27T15:00:00,email,tablet,sports,crm_lifecycle,control,331.6,26.53,305.08,101.78,0,steady
O0001158,S0012514,C00952,2025-10-03T16:00:00,email,mobile,food,crm_lifecycle,control,320.19,25.61,294.57,95.1,0,steady
O0001159,S0012528,C00954,2025-10-24T09:00:00,social,desktop,beauty,summer_social,control,81.43,12.22,69.22,15.07,0,deal_seeker
O0001160,S0012544,C00957,2025-01-24T13:00:00,paid_search,mobile,beauty,always_on_search,control,177.24,26.59,150.65,35.69,0,deal_seeker
O0001161,S0012551,C00957,2025-03-02T16:00:00,social,desktop,sports,summer_social,control,96.4,14.46,81.94,18.76,0,deal_seeker
O0001162,S0012553,C00957,2025-03-07T13:00:00,direct,desktop,sports,brand_direct,control,325.25,48.79,276.46,75.17,0,deal_seeker
O0001163,S0012559,C00957,2025-05-02T12:00:00,direct,mobile,food,brand_direct,control,295.92,44.39,251.53,64.94,0,deal_seeker
O0001164,S0012565,C00957,2025-07-20T13:00:00,email,mobile,beauty,crm_lifecycle,control,107.93,16.19,91.74,18.61,0,deal_seeker
O0001165,S0012600,C00960,2025-07-13T12:00:00,organic,mobile,beauty,seo,treatment,161.12,18.53,142.59,41.91,0,steady
O0001166,S0012631,C00961,2025-11-06T09:00:00,direct,desktop,apparel,brand_direct,treatment,92.76,17.16,75.6,16.92,0,deal_seeker
O0001167,S0012633,C00961,2025-12-17T16:00:00,social,mobile,home,summer_social,treatment,271.61,50.25,221.36,56.2,0,deal_seeker
O0001168,S0012681,C00963,2025-11-22T17:00:00,social,desktop,beauty,summer_social,treatment,277.82,23.61,254.21,101.77,0,champion
O0001169,S0012682,C00963,2025-11-07T12:00:00,paid_search,desktop,electronics,always_on_search,treatment,474.35,40.32,434.03,177.29,0,champion
O0001170,S0012688,C00964,2025-11-14T22:00:00,affiliate,mobile,apparel,partner_cashback,control,347.18,24.3,322.88,127.61,0,champion
O0001171,S0012720,C00967,2025-07-06T10:00:00,social,desktop,electronics,summer_social,treatment,244.84,28.16,216.69,70.84,0,steady
O0001172,S0012726,C00967,2025-09-11T22:00:00,affiliate,desktop,sports,partner_cashback,treatment,276.17,37.28,238.89,78.61,0,steady
O0001173,S0012729,C00967,2025-11-04T12:00:00,organic,tablet,home,seo,treatment,238.44,27.42,211.02,68.86,0,steady
O0001174,S0012732,C00967,2025-12-01T17:00:00,organic,tablet,electronics,seo,treatment,332.31,38.22,294.09,97.93,0,steady
O0001175,S0012747,C00969,2025-04-19T17:00:00,affiliate,desktop,food,partner_cashback,control,167.1,21.72,145.37,40.07,0,new_or_low
O0001176,S0012771,C00971,2025-03-06T14:00:00,affiliate,mobile,home,partner_cashback,treatment,173.22,23.38,149.83,44.44,0,steady
O0001177,S0012790,C00974,2025-09-02T16:00:00,paid_search,mobile,food,always_on_search,treatment,434.68,36.95,397.73,159.05,0,champion
O0001178,S0012798,C00974,2025-11-18T12:00:00,affiliate,mobile,electronics,partner_cashback,treatment,561.87,59.0,502.87,203.21,0,champion
O0001179,S0012810,C00976,2025-05-10T20:00:00,organic,mobile,apparel,seo,control,265.42,21.23,244.18,77.46,0,steady
O0001180,S0012816,C00976,2025-06-14T08:00:00,social,desktop,apparel,summer_social,control,286.86,22.95,263.91,87.37,0,steady
O0001181,S0012837,C00978,2025-12-22T16:00:00,paid_search,desktop,food,always_on_search,control,442.96,35.44,407.53,137.63,0,steady
O0001182,S0012849,C00979,2025-06-25T13:00:00,paid_search,desktop,apparel,always_on_search,treatment,146.82,16.88,129.94,40.48,0,steady
O0001183,S0012874,C00980,2025-08-20T22:00:00,paid_search,mobile,electronics,always_on_search,control,224.28,33.64,190.64,47.29,0,deal_seeker
O0001184,S0012881,C00980,2025-10-27T14:00:00,email,desktop,sports,crm_lifecycle,control,361.91,54.29,307.63,84.21,0,deal_seeker
O0001185,S0012902,C00982,2025-04-22T10:00:00,direct,tablet,home,brand_direct,treatment,56.16,10.39,45.77,8.27,0,deal_seeker
O0001186,S0012907,C00982,2025-05-22T16:00:00,social,tablet,sports,summer_social,treatment,194.47,35.98,158.49,40.96,0,deal_seeker
O0001187,S0012916,C00982,2025-07-08T12:00:00,direct,desktop,sports,brand_direct,treatment,205.35,37.99,167.36,43.53,0,deal_seeker
O0001188,S0012921,C00982,2025-11-11T15:00:00,direct,desktop,apparel,brand_direct,treatment,284.61,52.65,231.95,62.27,1,deal_seeker
O0001189,S0012934,C00983,2025-04-04T09:00:00,organic,mobile,food,seo,treatment,160.91,29.77,131.14,30.03,0,deal_seeker
O0001190,S0012948,C00983,2025-10-10T16:00:00,paid_search,mobile,electronics,always_on_search,treatment,362.14,67.0,295.14,77.59,0,deal_seeker
O0001191,S0012949,C00983,2025-11-25T09:00:00,email,mobile,electronics,crm_lifecycle,treatment,307.2,56.83,250.37,64.61,0,deal_seeker
O0001192,S0012953,C00983,2025-12-15T14:00:00,email,mobile,food,crm_lifecycle,treatment,174.87,32.35,142.52,33.33,0,deal_seeker
O0001193,S0012961,C00985,2025-08-11T16:00:00,email,mobile,home,crm_lifecycle,control,229.41,18.35,211.06,65.87,0,steady
O0001194,S0012981,C00986,2025-07-06T11:00:00,organic,mobile,sports,seo,treatment,188.74,27.37,161.37,42.03,0,new_or_low
O0001195,S0012989,C00987,2025-11-17T21:00:00,paid_search,mobile,beauty,always_on_search,control,217.86,10.89,206.97,78.93,0,champion
O0001196,S0013023,C00990,2025-05-11T17:00:00,affiliate,desktop,apparel,partner_cashback,treatment,148.38,30.42,117.96,29.21,0,deal_seeker
O0001197,S0013035,C00990,2025-09-16T10:00:00,organic,mobile,apparel,seo,treatment,133.62,24.72,108.9,23.58,0,deal_seeker
O0001198,S0013042,C00991,2025-04-24T21:00:00,email,mobile,food,crm_lifecycle,control,154.84,12.39,142.45,41.86,0,steady
O0001199,S0013053,C00991,2025-08-24T21:00:00,direct,mobile,food,brand_direct,control,280.91,22.47,258.44,82.45,0,steady
O0001200,S0013055,C00991,2025-09-22T22:00:00,paid_search,mobile,apparel,always_on_search,control,140.58,11.25,129.33,37.27,0,steady
O0001201,S0013065,C00991,2025-12-07T14:00:00,organic,desktop,electronics,seo,control,240.89,19.27,221.62,72.57,0,steady
O0001202,S0013081,C00994,2025-09-26T18:00:00,social,mobile,sports,summer_social,control,206.78,31.02,175.76,42.97,0,deal_seeker
O0001203,S0013097,C00996,2025-08-03T14:00:00,paid_search,mobile,food,always_on_search,control,280.37,42.06,238.31,61.11,0,deal_seeker
O0001204,S0013100,C00996,2025-09-16T15:00:00,social,desktop,sports,summer_social,control,288.5,43.28,245.23,66.12,0,deal_seeker
O0001205,S0013119,C00998,2025-12-26T08:00:00,paid_search,mobile,electronics,always_on_search,treatment,271.03,31.17,239.86,75.95,0,steady
O0001206,S0013124,C00999,2025-04-05T08:00:00,organic,mobile,beauty,seo,treatment,189.27,21.77,167.5,50.63,0,steady
O0001207,S0013133,C00999,2025-10-12T20:00:00,social,mobile,food,summer_social,treatment,315.67,36.3,279.37,89.78,0,steady
O0001208,S0013163,C01002,2025-06-21T13:00:00,social,mobile,sports,summer_social,control,403.96,20.2,383.76,153.18,0,champion
O0001209,S0013165,C01002,2025-06-16T16:00:00,social,mobile,beauty,summer_social,control,267.55,13.38,254.17,98.75,0,champion
O0001210,S0013168,C01002,2025-07-15T18:00:00,email,mobile,food,crm_lifecycle,control,260.71,13.04,247.68,96.02,0,champion
O0001211,S0013176,C01002,2025-09-23T11:00:00,organic,mobile,beauty,seo,control,311.93,15.6,296.34,116.46,0,champion
O0001212,S0013177,C01002,2025-11-25T22:00:00,paid_search,mobile,home,always_on_search,control,315.7,15.79,299.92,117.97,0,champion
O0001213,S0013257,C01010,2025-07-12T12:00:00,organic,mobile,apparel,seo,control,271.93,13.6,258.34,100.5,0,champion
O0001214,S0013261,C01010,2025-08-13T09:00:00,paid_search,mobile,beauty,always_on_search,control,198.94,9.95,188.99,71.38,0,champion
O0001215,S0013262,C01010,2025-08-20T21:00:00,organic,mobile,sports,seo,control,255.75,12.79,242.96,94.04,0,champion
O0001216,S0013267,C01010,2025-08-19T12:00:00,direct,mobile,food,brand_direct,control,701.94,35.1,666.85,272.08,1,champion
O0001217,S0013270,C01010,2025-09-18T21:00:00,affiliate,mobile,food,partner_cashback,control,508.65,35.61,473.05,190.68,0,champion
O0001218,S0013274,C01010,2025-09-05T15:00:00,email,desktop,sports,crm_lifecycle,control,216.98,10.85,206.14,81.58,0,champion
O0001219,S0013275,C01010,2025-09-13T13:00:00,direct,tablet,beauty,brand_direct,control,534.77,26.74,508.03,208.37,0,champion
O0001220,S0013278,C01010,2025-10-11T10:00:00,email,mobile,sports,crm_lifecycle,control,590.65,29.53,561.11,227.67,0,champion
O0001221,S0013282,C01010,2025-12-18T21:00:00,affiliate,desktop,food,partner_cashback,control,714.97,50.05,664.92,274.27,0,champion
O0001222,S0013293,C01011,2025-10-04T09:00:00,social,mobile,electronics,summer_social,control,131.08,19.66,111.42,24.31,0,deal_seeker
O0001223,S0013323,C01013,2025-04-10T14:00:00,organic,tablet,apparel,seo,control,366.9,29.35,337.54,113.14,0,steady
O0001224,S0013344,C01015,2025-11-04T15:00:00,email,desktop,apparel,crm_lifecycle,treatment,298.72,34.35,264.37,87.53,0,steady
O0001225,S0013368,C01018,2025-04-14T08:00:00,organic,desktop,beauty,seo,control,391.04,19.55,371.49,151.02,0,champion
O0001226,S0013370,C01018,2025-04-09T15:00:00,social,mobile,sports,summer_social,control,659.32,32.97,626.35,255.07,0,champion
O0001227,S0013372,C01018,2025-04-25T10:00:00,direct,mobile,apparel,brand_direct,control,306.27,15.31,290.96,114.2,0,champion
O0001228,S0013373,C01018,2025-05-19T10:00:00,organic,mobile,apparel,seo,control,190.93,9.55,181.38,68.18,0,champion
O0001229,S0013375,C01018,2025-05-09T08:00:00,social,mobile,apparel,summer_social,control,524.15,26.21,497.95,201.14,0,champion
O0001230,S0013379,C01018,2025-07-19T14:00:00,paid_search,mobile,sports,always_on_search,control,500.82,25.04,475.77,191.83,0,champion
O0001231,S0013380,C01018,2025-07-23T21:00:00,direct,mobile,home,brand_direct,control,303.82,15.19,288.63,113.22,0,champion
O0001232,S0013381,C01018,2025-07-01T15:00:00,email,mobile,apparel,crm_lifecycle,control,231.57,11.58,219.99,84.4,0,champion
O0001233,S0013386,C01018,2025-09-24T12:00:00,paid_search,desktop,apparel,always_on_search,control,310.44,15.52,294.91,118.86,0,champion
O0001234,S0013394,C01018,2025-12-04T10:00:00,email,desktop,apparel,crm_lifecycle,control,338.76,16.94,321.82,130.17,0,champion
O0001235,S0013400,C01019,2025-11-21T21:00:00,organic,mobile,food,seo,control,173.23,25.99,147.25,34.7,1,deal_seeker
O0001236,S0013430,C01021,2025-11-20T17:00:00,affiliate,mobile,apparel,partner_cashback,control,133.41,13.34,120.07,34.02,0,steady
O0001237,S0013433,C01021,2025-12-14T16:00:00,paid_search,mobile,beauty,always_on_search,control,311.53,24.92,286.6,92.31,0,steady
O0001238,S0013434,C01021,2025-12-02T19:00:00,direct,mobile,apparel,brand_direct,control,294.33,23.55,270.79,86.78,0,steady
O0001239,S0013438,C01022,2025-06-27T08:00:00,email,mobile,food,crm_lifecycle,treatment,113.86,16.51,97.35,22.18,0,new_or_low
