customer_id,recency_days,frequency,monetary,gross_margin,coupon_spend,return_rate,r_score,f_score,m_score,rfm_score,segment
C02947,36,3,749.3,244.25,97.36999999999999,0.0,4,5,4,13,Champions
C01230,13,3,742.5600000000001,290.88,68.97,0.3333333333333333,5,4,4,13,Champions
C02677,35,3,739.3000000000001,234.76,96.06,0.0,4,5,4,13,Champions
C03108,36,3,738.64,237.53,64.23,0.0,4,5,4,13,Champions
C00662,31,4,729.4,188.53,165.58,0.0,4,5,4,13,Champions
C02350,8,2,729.04,290.2,79.37,0.0,5,4,4,13,Champions
C01904,6,2,721.8299999999999,287.17,37.99,0.0,5,4,4,13,Champions
C03437,21,2,718.31,285.68,44.34,0.0,5,4,4,13,Champions
C02747,34,4,700.8399999999999,174.25,169.32999999999998,0.0,4,5,4,13,Champions
C00186,27,4,698.4,173.53,123.25999999999999,0.25,4,5,4,13,Champions
C01021,14,3,677.46,213.11,61.81,0.0,5,4,4,13,Champions
C02819,19,2,675.3199999999999,220.37,58.72,0.0,5,4,4,13,Champions
C03341,15,2,675.27,226.35000000000002,63.349999999999994,0.0,5,4,4,13,Champions
C01562,1,3,669.98,173.3,118.22999999999999,0.0,5,4,4,13,Champions
C00250,17,3,667.33,212.57,86.72,0.0,5,4,4,13,Champions
C01155,37,4,626.73,152.76,110.60000000000001,0.25,4,5,4,13,Champions
C03305,55,3,625.65,194.98,60.76,0.0,4,5,4,13,Champions
C02052,31,4,618.61,150.4,109.16999999999999,0.0,4,5,4,13,Champions
C00982,47,4,603.57,155.03,137.01,0.25,4,5,4,13,Champions
C02472,50,3,602.7,153.79,136.81,0.0,4,5,4,13,Champions
C02615,11,2,599.82,235.93,55.72,0.0,5,4,4,13,Champions
C02629,1,2,592.81,194.48000000000002,51.55,0.0,5,4,4,13,Champions
C01216,8,3,591.05,182.86,56.36,0.6666666666666666,5,4,4,13,Champions
C02177,38,4,558.38,132.93,102.16,0.0,4,5,4,13,Champions
C00015,3,3,555.58,170.45,76.37,0.0,5,4,4,13,Champions
C03200,2,2,554.84,217.03,29.200000000000003,0.0,5,4,4,13,Champions
C02036,14,2,552.82,177.49,71.84,0.0,5,4,4,13,Champions
C02686,19,2,551.5600000000001,146.95,125.19999999999999,0.0,5,4,4,13,Champions
C02882,8,2,539.53,143.46,101.22,0.0,5,4,4,13,Champions
C00132,15,3,537.99,132.01999999999998,94.95,0.0,5,4,4,13,Champions
C00324,12,3,534.24,133.93,121.26,0.3333333333333333,5,4,4,13,Champions
C00697,5,3,534.21,136.92,94.27,0.0,5,4,4,13,Champions
C03501,33,3,533.58,168.76,71.7,0.0,4,5,4,13,Champions
C02377,16,2,532.4300000000001,173.35000000000002,46.3,0.0,5,4,4,13,Champions
C00199,2,3,528.5699999999999,161.0,45.97,0.0,5,4,4,13,Champions
C02554,13,2,515.91,164.57,51.650000000000006,0.0,5,4,4,13,Champions
C03514,5,2,495.92,160.57,64.44,0.0,5,4,4,13,Champions
C01698,18,3,490.48,121.24,86.56,0.3333333333333333,5,4,4,13,Champions
C01823,10,2,477.4,154.07999999999998,41.510000000000005,0.0,5,4,4,13,Champions
C02793,24,4,477.11,112.36,108.31,0.0,4,5,4,13,Champions
C02774,24,3,469.79,115.24,106.63,0.0,4,5,4,13,Champions
C02014,14,3,468.25,142.89,40.71,0.0,5,4,4,13,Champions
C00417,2,3,458.32,111.91,80.88,0.0,5,4,4,13,Champions
C00234,22,3,439.32000000000005,109.4,77.53,0.0,5,4,4,13,Champions
C02282,3,2,438.14,140.35,38.099999999999994,0.0,5,4,4,13,Champions
C02296,14,2,421.52,131.53,54.78,0.0,5,4,4,13,Champions
C03132,12,2,417.73,130.21,54.29,0.0,5,4,4,13,Champions
C03249,8,2,411.96000000000004,128.18,35.82,0.0,5,4,4,13,Champions
C03123,45,3,410.72,101.1,72.48,0.0,4,5,4,13,Champions
C03593,9,3,399.38,94.82,70.47,0.0,5,5,3,13,Core Customers
C01524,1,4,396.13,88.88,89.91999999999999,0.0,5,5,3,13,Core Customers
C02977,2,3,385.04,93.66,87.4,0.0,5,5,3,13,Core Customers
C02729,7,3,383.2,110.12,36.92,0.0,5,5,3,13,Core Customers
C03020,15,3,346.98,82.62,61.230000000000004,0.3333333333333333,5,5,3,13,Core Customers
C00907,148,11,3840.74,1534.12,202.15,0.0,2,5,5,12,Loyal High Value
C03183,112,8,3111.19,1251.71,289.01,0.0,2,5,5,12,Loyal High Value
C00404,124,9,2948.9500000000003,1172.56,280.44,0.2222222222222222,2,5,5,12,Loyal High Value
C03470,104,7,2556.12,1026.58,139.85,0.0,2,5,5,12,Loyal High Value
C02683,104,7,2507.17,1003.01,244.24,0.0,2,5,5,12,Loyal High Value
C01200,136,8,2400.4300000000003,947.18,138.59,0.0,2,5,5,12,Loyal High Value
C01048,108,8,2333.83,928.21,216.8,0.125,2,5,5,12,Loyal High Value
C02489,103,6,2239.98,904.79,124.50999999999999,0.16666666666666666,2,5,5,12,Loyal High Value
C01159,145,7,2206.96,870.9200000000001,214.17000000000002,0.0,2,5,5,12,Loyal High Value
C00106,102,7,2200.87,874.35,115.83,0.0,2,5,5,12,Loyal High Value
C03001,101,7,2187.13,871.5999999999999,121.31,0.0,2,5,5,12,Loyal High Value
C02908,123,7,2183.0,869.87,202.79999999999998,0.0,2,5,5,12,Loyal High Value
C02954,136,5,2134.31,856.41,112.33,0.0,2,5,5,12,Loyal High Value
C02528,117,6,1985.94,789.0899999999999,104.52,0.0,2,5,5,12,Loyal High Value
C02582,146,6,1798.89,707.54,181.37,0.0,2,5,5,12,Loyal High Value
C01339,126,5,1641.59,649.46,92.39,0.0,2,5,5,12,Loyal High Value
C00713,102,5,1584.02,634.29,147.15,0.0,2,5,5,12,Loyal High Value
C03279,104,4,1529.56,613.41,80.5,0.0,2,5,5,12,Loyal High Value
C02744,154,5,1430.1399999999999,463.55,131.31,0.0,2,5,5,12,Loyal High Value
C01480,136,4,1430.1100000000001,571.65,132.85,0.0,2,5,5,12,Loyal High Value
C02574,127,4,1427.79,576.67,75.14,0.0,2,5,5,12,Loyal High Value
C01699,107,5,1416.99,561.13,137.31,0.0,2,5,5,12,Loyal High Value
C02914,101,3,1413.36,572.61,74.39,0.0,2,5,5,12,Loyal High Value
C00452,75,3,1385.02,566.7,72.89,0.0,3,4,5,12,Loyal High Value
C01825,112,5,1355.79,529.42,130.44,0.0,2,5,5,12,Loyal High Value
C02719,127,5,1183.27,459.97,62.29,0.0,2,5,5,12,Loyal High Value
C03071,104,3,1168.61,469.82000000000005,61.5,0.0,2,5,5,12,Loyal High Value
C00825,71,3,1098.47,446.36,57.82,0.0,3,4,5,12,Loyal High Value
C01709,147,6,1083.94,275.35,193.84,0.3333333333333333,2,5,5,12,Loyal High Value
C02441,166,4,1073.74,352.81,139.53,0.0,2,5,5,12,Loyal High Value
C02870,102,4,1046.73,337.36,136.0,0.0,2,5,5,12,Loyal High Value
C01657,69,3,994.0799999999999,396.51,52.32,0.0,3,4,5,12,Loyal High Value
C00433,72,3,983.99,392.28,51.790000000000006,0.0,3,4,5,12,Loyal High Value
C02693,106,3,983.9599999999999,395.26,91.41,0.3333333333333333,2,5,5,12,Loyal High Value
C01406,62,3,976.53,389.14,101.68,0.0,3,4,5,12,Loyal High Value
C02958,139,4,975.27,315.33,126.74,0.0,2,5,5,12,Loyal High Value
C03573,113,3,962.59,383.28,89.41999999999999,0.3333333333333333,2,5,5,12,Loyal High Value
C02712,127,4,953.85,304.85,82.94,0.0,2,5,5,12,Loyal High Value
C01669,56,3,949.89,311.47,89.89,0.0,3,4,5,12,Loyal High Value
C00974,40,2,900.6,362.26,95.95,0.0,4,3,5,12,Core Customers
C03080,108,4,899.95,345.98,53.2,0.0,2,5,5,12,Loyal High Value
C01416,132,4,884.3100000000001,280.51,123.7,0.0,2,5,5,12,Loyal High Value
C00957,161,5,852.32,213.17000000000002,150.42000000000002,0.0,2,5,5,12,Loyal High Value
C02176,96,3,848.65,273.04,73.80000000000001,0.3333333333333333,3,4,5,12,Loyal High Value
C02068,159,5,840.01,203.61,190.68,0.0,2,5,5,12,Loyal High Value
C01540,76,3,833.3100000000001,325.98,85.22,0.0,3,4,5,12,Loyal High Value
C03274,106,3,814.1199999999999,317.92,42.85,0.0,2,5,5,12,Loyal High Value
C00142,136,4,814.09,255.93,105.78999999999999,0.0,2,5,5,12,Loyal High Value
C00772,167,4,799.6,202.89000000000001,148.88,0.0,2,5,5,12,Loyal High Value
C03381,140,4,786.84,249.39999999999998,102.25,0.25,2,5,5,12,Loyal High Value
C03263,82,2,781.88,318.39,72.63,0.0,3,4,5,12,Loyal High Value
C01466,49,2,781.6800000000001,312.31,49.120000000000005,0.0,4,3,5,12,Core Customers
C02592,71,2,780.22,263.07,67.85,0.0,3,4,5,12,Loyal High Value
C03594,76,3,772.22,300.34000000000003,71.73,0.0,3,5,4,12,Loyal High Value
C03138,24,2,771.5699999999999,314.06,71.68,0.0,4,4,4,12,Champions
C02147,32,2,764.1800000000001,307.96000000000004,70.99000000000001,0.0,4,4,4,12,Champions
C02047,37,3,755.35,198.04000000000002,171.46,0.0,4,4,4,12,Champions
C00499,7,2,738.49,294.15999999999997,68.6,0.0,5,3,4,12,Core Customers
C03243,51,2,732.71,243.45,63.72,0.0,4,4,4,12,Champions
C02216,35,2,728.49,292.97,38.339999999999996,0.0,4,4,4,12,Champions
C00537,46,3,717.3299999999999,190.01999999999998,170.54,0.0,4,4,4,12,Champions
C02622,32,2,711.37,285.77,66.08,0.0,4,4,4,12,Champions
C03022,62,3,706.55,223.29,61.43,0.0,3,5,4,12,Loyal High Value
C02906,32,2,697.21,279.82,64.77,0.0,4,4,4,12,Champions
C00646,93,4,690.64,168.28,126.44,0.0,3,5,4,12,Loyal High Value
C03454,24,2,688.59,183.69,164.8,0.0,4,4,4,12,Champions
C01498,23,2,686.66,227.34,89.23,0.0,5,3,4,12,Core Customers
C02767,27,2,677.83,221.24,67.36,0.0,4,4,4,12,Champions
C00224,88,4,674.51,169.60000000000002,153.11,0.0,3,5,4,12,Loyal High Value
C03154,48,2,663.49,262.67,61.629999999999995,0.0,4,4,4,12,Champions
C03365,76,3,637.69,202.19,86.72,0.0,3,5,4,12,Loyal High Value
C03205,35,2,637.2,213.02,82.8,0.0,4,4,4,12,Champions
C01990,55,2,629.66,248.46,40.4,0.0,4,4,4,12,Champions
C02198,94,4,627.81,153.07,142.51,0.25,3,5,4,12,Loyal High Value
C02179,32,2,626.5799999999999,206.29999999999998,81.41,0.0,4,4,4,12,Champions
C00941,35,3,621.61,156.26999999999998,109.7,0.0,4,4,4,12,Champions
C00166,22,2,610.15,240.27,32.11,0.0,5,3,4,12,Core Customers
C03438,36,2,588.2,189.87,76.43,0.0,4,4,4,12,Champions
C01265,10,2,577.59,229.59,53.66,0.0,5,3,4,12,Core Customers
C00245,17,2,574.29,228.2,30.229999999999997,0.0,5,3,4,12,Core Customers
C02339,48,3,565.78,180.01999999999998,49.2,0.3333333333333333,4,4,4,12,Champions
C00670,2,2,560.99,180.33999999999997,48.78,0.0,5,3,4,12,Core Customers
C02340,33,2,552.37,177.33,71.78,0.0,4,4,4,12,Champions
C02817,43,2,544.9200000000001,158.93,67.35,0.0,4,4,4,12,Champions
C02764,37,2,544.06,215.5,50.54,0.0,4,4,4,12,Champions
C01835,43,2,542.56,211.87,28.549999999999997,0.0,4,4,4,12,Champions
C02963,36,2,541.95,214.61,50.349999999999994,0.5,4,4,4,12,Champions
C02497,34,2,538.79,175.57,46.849999999999994,0.0,4,4,4,12,Champions
C01382,24,3,537.6500000000001,131.92000000000002,122.04,0.0,4,4,4,12,Champions
C01906,53,2,537.54,139.88,94.86,0.0,4,4,4,12,Champions
C02473,41,2,534.93,171.23000000000002,69.51,0.0,4,4,4,12,Champions
C02794,26,2,525.1800000000001,139.3,126.93,0.0,4,4,4,12,Champions
C02721,85,4,517.27,124.02000000000001,125.31,0.0,3,5,4,12,Loyal High Value
C00109,35,3,508.4,129.43,115.41,0.0,4,4,4,12,Champions
C03338,46,2,507.73,161.7,44.15,0.0,4,4,4,12,Champions
C03110,39,2,499.19,161.72,49.44,0.0,4,4,4,12,Champions
C00488,8,2,497.81000000000006,158.24,64.69,0.0,5,3,4,12,Core Customers
C00423,7,2,492.85999999999996,129.93,111.87,0.0,5,3,4,12,Core Customers
C02041,41,2,492.30000000000007,129.76,111.75,0.0,4,4,4,12,Champions
C00630,31,3,488.34,152.92,42.46,0.0,4,4,4,12,Champions
C00133,88,4,486.67,109.13,118.25,0.0,3,5,4,12,Loyal High Value
C03374,37,2,481.52,155.53,62.56999999999999,0.0,4,4,4,12,Champions
C03566,49,2,481.14,152.39,41.84,0.0,4,4,4,12,Champions
C01790,26,2,478.99,154.65,62.239999999999995,0.0,4,4,4,12,Champions
C01946,42,2,477.13,128.37,84.19999999999999,0.0,4,4,4,12,Champions
C01718,17,2,468.6,148.01,60.89,0.0,5,3,4,12,Core Customers
C01032,20,2,468.39,125.83000000000001,106.32000000000001,0.0,5,3,4,12,Core Customers
C01759,31,2,468.36,150.93,40.730000000000004,0.0,4,4,4,12,Champions
C01735,55,2,462.15000000000003,148.75,40.19,0.0,4,4,4,12,Champions
C01531,17,2,459.51,144.82999999999998,59.71,0.0,5,3,4,12,Core Customers
C01769,40,2,453.63,142.76999999999998,58.94,0.0,4,4,4,12,Champions
C03553,45,2,451.34000000000003,114.89,79.65,0.0,4,4,4,12,Champions
C03506,5,1,450.13,149.55,58.49,0.0,5,3,4,12,Core Customers
C00839,55,3,443.88,110.73,100.75,0.0,4,4,4,12,Champions
C03280,53,2,441.64,115.08,77.93,0.0,4,4,4,12,Champions
C02630,42,2,437.88,140.26,38.08,0.0,4,4,4,12,Champions
C01149,20,2,437.64,137.17000000000002,63.21,0.0,5,3,4,12,Core Customers
C01905,55,3,427.54,102.99,75.44999999999999,0.0,4,4,4,12,Champions
C02776,87,3,423.95,104.95,96.23,0.3333333333333333,3,5,4,12,Loyal High Value
C02203,50,3,420.5,126.17,54.64,0.0,4,4,4,12,Champions
C00799,5,2,417.26,130.04,54.22,0.0,5,3,4,12,Core Customers
C01408,22,2,417.05,129.97,36.269999999999996,0.5,5,3,4,12,Core Customers
C02997,93,3,415.87,96.61,94.41,0.0,3,5,4,12,Loyal High Value
C00115,9,2,415.0,132.25,53.92,0.0,5,3,4,12,Core Customers
C00916,9,2,412.46000000000004,128.35999999999999,53.59,0.0,5,3,4,12,Core Customers
C02363,44,3,409.79999999999995,100.85000000000001,93.02,0.3333333333333333,4,4,4,12,Champions
C02601,9,2,408.90999999999997,130.12,53.129999999999995,0.0,5,4,3,12,Core Customers
C01910,22,2,400.84,155.36,21.1,0.0,5,4,3,12,Core Customers
C01833,10,2,399.53999999999996,126.84,34.74,0.0,5,4,3,12,Core Customers
C03227,3,2,395.95,125.58,51.45,0.0,5,4,3,12,Core Customers
C03314,1,2,394.52,128.07999999999998,51.260000000000005,0.0,5,4,3,12,Core Customers
C02641,27,3,392.74,95.89,89.16,0.0,4,5,3,12,Core Customers
C02846,5,2,388.13,125.85,54.42,0.0,5,4,3,12,Core Customers
C02271,23,3,387.08000000000004,91.25,87.87,0.0,5,4,3,12,Core Customers
C02890,11,2,373.08000000000004,114.58,32.44,0.0,5,4,3,12,Core Customers
C02542,20,2,370.61,97.47,65.4,0.0,5,4,3,12,Core Customers
C03409,25,3,350.18,83.55,61.78999999999999,0.0,4,5,3,12,Core Customers
C02121,16,2,345.2,107.82,30.02,0.0,5,4,3,12,Core Customers
C02417,19,2,342.8,103.97999999999999,44.54,0.0,5,4,3,12,Core Customers
C03505,12,2,333.7,83.77,75.75,0.0,5,4,3,12,Core Customers
C02911,1,2,329.19,99.22,46.93,0.0,5,4,3,12,Core Customers
C02585,8,2,320.16,99.06,27.84,0.0,5,4,3,12,Core Customers
C00515,19,3,317.51,71.08,56.03,0.3333333333333333,5,4,3,12,Core Customers
C03058,22,2,303.0,74.87,57.29,0.0,5,4,3,12,Core Customers
C03476,11,2,296.24,87.68,38.49,0.0,5,4,3,12,Core Customers
C02470,9,2,295.97,69.83,67.19,0.0,5,4,3,12,Core Customers
C01832,18,2,283.61,66.25,58.09,0.0,5,4,3,12,Core Customers
C03212,24,3,275.5,61.41,34.05,0.0,4,5,3,12,Core Customers
C03145,17,2,268.56,61.88,60.959999999999994,0.0,5,4,3,12,Core Customers
C03251,8,2,265.26,79.84,23.06,0.0,5,4,3,12,Core Customers
C00320,175,6,2377.8,962.67,125.15,0.0,1,5,5,11,Loyal High Value
C00355,227,6,1882.25,745.55,99.06,0.0,1,5,5,11,Loyal High Value
C02368,177,4,1534.1100000000001,618.3399999999999,153.59,0.0,1,5,5,11,Loyal High Value
C00927,156,3,1516.44,612.9,140.86,0.0,2,4,5,11,Loyal High Value
C00297,190,5,1481.92,588.4,77.99,0.0,1,5,5,11,Loyal High Value
C01563,112,3,1257.9,504.32,66.2,0.3333333333333333,2,4,5,11,Loyal High Value
C02204,221,4,1231.54,488.25,120.81,0.0,1,5,5,11,Loyal High Value
C02792,174,5,1105.09,355.77,149.96,0.0,1,5,5,11,Loyal High Value
C02946,190,3,1045.05,344.77,135.8,0.0,1,5,5,11,Loyal High Value
C02322,105,3,1029.72,414.48,54.19,0.0,2,4,5,11,Loyal High Value
C01442,123,3,1026.79,413.26,101.29,0.0,2,4,5,11,Loyal High Value
C02197,138,3,1019.35,404.12,53.65,0.0,2,4,5,11,Loyal High Value
C01506,70,2,992.69,403.92999999999995,52.25,0.0,3,3,5,11,Core Customers
C00152,306,5,921.5699999999999,288.55,91.68,0.0,1,5,5,11,Loyal High Value
C00419,137,3,880.0999999999999,348.64,53.95,0.0,2,4,5,11,Loyal High Value
C01527,101,2,880.02,292.01,76.53,0.0,3,3,5,11,Core Customers
C02869,102,2,861.98,346.03,45.370000000000005,0.0,2,4,5,11,Loyal High Value
C00064,162,3,855.4,335.27,79.46,0.0,2,4,5,11,Loyal High Value
C02763,171,4,829.69,220.62,153.17,0.25,1,5,5,11,Loyal High Value
C01362,209,4,802.8000000000001,203.81,187.99,0.0,1,5,5,11,Loyal High Value
C01560,62,3,777.54,305.56,78.9,0.0,3,4,4,11,Loyal High Value
C03094,159,3,754.76,292.99,76.12,0.0,2,5,4,11,Loyal High Value
C00569,69,3,747.56,201.79000000000002,172.54,0.3333333333333333,3,4,4,11,Loyal High Value
C00743,126,4,734.29,186.95,138.23,0.0,2,5,4,11,Loyal High Value
C02754,82,2,724.56,291.31,67.31,0.0,3,4,4,11,Loyal High Value
C00863,77,3,719.54,281.20000000000005,77.75,0.0,3,4,4,11,Loyal High Value
C02648,80,2,712.31,233.31,92.56,0.0,3,4,4,11,Loyal High Value
C00070,40,2,702.4300000000001,232.85,61.09,0.0,4,3,4,11,Core Customers
C03038,70,2,692.16,274.71000000000004,36.43,0.0,3,4,4,11,Loyal High Value
C03215,99,2,691.46,277.40999999999997,36.39,0.5,3,4,4,11,Loyal High Value
C01521,24,2,689.4200000000001,276.56,72.1,0.5,4,3,4,11,Core Customers
C00963,36,2,688.24,279.06,63.93,0.0,4,3,4,11,Core Customers
C00409,25,2,668.7,264.85,35.2,0.5,4,3,4,11,Core Customers
C02970,64,2,666.03,220.11,57.92,0.0,3,4,4,11,Loyal High Value
C02504,165,3,659.8,206.93,63.17,0.0,2,5,4,11,Loyal High Value
C00728,97,3,648.63,167.1,147.23000000000002,0.0,3,4,4,11,Loyal High Value
C02379,81,2,645.66,209.98000000000002,83.9,0.0,3,4,4,11,Loyal High Value
C00343,71,3,645.0,204.76,95.43,0.0,3,4,4,11,Loyal High Value
C00484,92,3,641.37,203.48,83.34,0.0,3,4,4,11,Loyal High Value
C03085,148,3,629.27,161.49,152.59,0.0,2,5,4,11,Loyal High Value
C02141,82,3,620.76,196.26999999999998,92.72,0.3333333333333333,3,4,4,11,Loyal High Value
C00216,81,3,619.08,195.69,56.75,0.0,3,4,4,11,Loyal High Value
C00027,35,2,613.35,201.67000000000002,79.7,0.0,4,3,4,11,Core Customers
C02738,77,2,609.3199999999999,239.92000000000002,35.66,0.0,3,4,4,11,Loyal High Value
C00935,77,3,608.99,192.14,52.96,0.0,3,4,4,11,Loyal High Value
C02150,65,3,605.03,190.76,78.61,0.0,3,4,4,11,Loyal High Value
C00448,71,3,593.5,186.72,55.19,0.0,3,4,4,11,Loyal High Value
C03097,115,3,589.83,182.44,51.3,0.0,2,5,4,11,Loyal High Value
C02181,66,3,582.8599999999999,145.03,132.3,0.0,3,4,4,11,Loyal High Value
C03539,57,2,582.6,231.69,30.66,0.0,3,4,4,11,Loyal High Value
C00130,40,2,581.95,158.76999999999998,132.10000000000002,0.0,4,3,4,11,Core Customers
C01559,56,3,580.63,147.38,131.8,0.0,3,4,4,11,Loyal High Value
C03483,132,4,573.37,137.28,132.67,0.0,2,5,4,11,Loyal High Value
C01482,26,2,571.56,227.06,59.620000000000005,0.0,4,3,4,11,Core Customers
C02619,125,3,556.6,173.81,48.400000000000006,0.0,2,5,4,11,Loyal High Value
C01476,95,3,554.31,173.01,48.2,0.0,3,4,4,11,Loyal High Value
C00037,97,3,553.76,136.59,125.7,0.3333333333333333,3,4,4,11,Loyal High Value
C03480,62,2,552.6,180.41000000000003,71.81,0.0,3,4,4,11,Loyal High Value
C01215,55,2,552.34,215.98000000000002,29.07,0.0,4,3,4,11,Core Customers
C01058,82,3,548.25,143.99,124.45,0.3333333333333333,3,4,4,11,Loyal High Value
C03588,126,3,548.08,167.82999999999998,71.22,0.0,2,5,4,11,Loyal High Value
C03040,124,3,541.4,136.0,95.53999999999999,0.0,2,5,4,11,Loyal High Value
C01740,73,2,540.82,173.29,47.019999999999996,0.0,3,4,4,11,Loyal High Value
C01079,45,2,540.61,173.21,79.34,0.0,4,3,4,11,Core Customers
C01764,97,2,527.7,205.64,49.019999999999996,0.0,3,4,4,11,Loyal High Value
C02617,82,2,524.09,173.43,68.11,0.0,3,4,4,11,Loyal High Value
C02276,69,3,522.65,133.57,118.63,0.3333333333333333,3,4,4,11,Loyal High Value
C01647,76,3,521.1700000000001,161.4,67.72,0.0,3,4,4,11,Loyal High Value
C01441,24,2,519.41,202.16000000000003,48.25,0.0,4,3,4,11,Core Customers
C01722,44,2,518.03,134.23,117.59,0.0,4,3,4,11,Core Customers
C00043,25,2,513.98,163.9,52.22,0.0,4,3,4,11,Core Customers
C01937,64,2,507.71000000000004,164.7,65.98,0.0,3,4,4,11,Loyal High Value
C00088,114,4,500.95,113.27,113.72,0.0,2,5,4,11,Loyal High Value
C03570,57,2,499.84000000000003,128.95,113.46000000000001,0.5,3,4,4,11,Loyal High Value
C00099,83,3,495.45,152.41,67.5,0.3333333333333333,3,4,4,11,Loyal High Value
C00292,36,2,494.89,157.21,48.22,0.0,4,3,4,11,Core Customers
C01550,35,2,491.34999999999997,155.97,63.839999999999996,0.0,4,3,4,11,Core Customers
C00872,103,4,490.9,116.37,114.34,0.25,2,5,4,11,Loyal High Value
C02935,126,3,488.59000000000003,150.0,63.5,0.0,2,5,4,11,Loyal High Value
C02105,87,3,488.51,149.98,42.480000000000004,0.0,3,4,4,11,Loyal High Value
C00575,95,3,484.51,148.57999999999998,62.95,0.0,3,4,4,11,Loyal High Value
C01577,39,2,480.1,123.23,84.72,0.0,4,3,4,11,Core Customers
C01417,44,2,477.65999999999997,154.18,62.06999999999999,0.0,4,3,4,11,Core Customers
C01234,88,3,476.19,120.09,84.03,0.0,3,4,4,11,Loyal High Value
C01471,54,2,476.18,122.09,84.03999999999999,0.0,4,3,4,11,Core Customers
C02948,86,2,471.79,149.13,41.03,0.0,3,4,4,11,Loyal High Value
C02825,124,3,470.61,143.72,61.15,0.3333333333333333,2,5,4,11,Loyal High Value
C02972,148,3,468.6,146.01,60.89,0.0,2,5,4,11,Loyal High Value
C00235,55,2,465.91999999999996,147.07,60.53999999999999,0.0,4,3,4,11,Core Customers
C00393,54,2,464.7,121.76,82.0,0.5,4,3,4,11,Core Customers
C01237,38,2,464.64,149.63,40.4,0.0,4,3,4,11,Core Customers
C00385,101,3,463.40000000000003,141.2,62.74,0.0,3,4,4,11,Loyal High Value
C02238,99,2,460.88,177.57,24.259999999999998,0.0,3,4,4,11,Loyal High Value
C01370,27,2,459.81,147.93,65.50999999999999,0.0,4,3,4,11,Core Customers
C03292,69,2,457.74,119.75,103.91,0.5,3,4,4,11,Loyal High Value
C01307,32,2,453.29999999999995,145.66,39.42,0.0,4,3,4,11,Core Customers
C02432,71,2,450.3,141.61,39.16,0.0,3,4,4,11,Loyal High Value
C00338,31,2,448.60999999999996,144.01,58.300000000000004,0.0,4,3,4,11,Core Customers
C00346,39,2,447.94000000000005,113.89999999999999,79.05,0.0,4,3,4,11,Core Customers
C01580,26,2,447.81,143.73,58.19,0.0,4,3,4,11,Core Customers
C02142,68,2,442.62,138.92000000000002,42.11,0.0,3,4,4,11,Loyal High Value
C02401,87,2,442.28999999999996,115.26,109.75,0.5,3,4,4,11,Loyal High Value
C02310,72,2,441.77,141.61,57.400000000000006,0.0,3,4,4,11,Loyal High Value
C02527,81,2,441.64,118.07000000000001,100.25,0.0,3,4,4,11,Loyal High Value
C00792,37,2,441.57,144.55,38.39,0.0,4,3,4,11,Core Customers
C02995,118,3,440.03,103.6,77.65,0.0,2,5,4,11,Loyal High Value
C02201,56,2,438.6,168.21,44.739999999999995,0.0,3,4,4,11,Loyal High Value
C03465,62,2,430.47,134.67000000000002,37.43,0.0,3,4,4,11,Loyal High Value
C02190,69,2,427.84000000000003,114.07000000000001,75.5,0.0,3,4,4,11,Loyal High Value
C01726,80,2,425.53000000000003,107.4,75.09,0.0,3,4,4,11,Loyal High Value
C03576,32,1,421.03,171.83,22.16,0.0,4,3,4,11,Core Customers
C01205,36,2,417.74,136.21,54.28,0.0,4,3,4,11,Core Customers
C00734,24,2,417.45,159.32999999999998,21.98,0.0,4,3,4,11,Core Customers
C00504,43,2,412.89,131.51999999999998,35.9,0.0,4,3,4,11,Core Customers
C02623,66,2,411.27,127.94,53.44,0.0,3,4,4,11,Loyal High Value
C00781,65,3,409.23,97.68,92.89,0.3333333333333333,3,4,4,11,Loyal High Value
C00950,13,2,407.40999999999997,129.59,35.43,0.5,5,3,3,11,Core Customers
C03092,43,2,406.97999999999996,102.03,80.94999999999999,0.0,4,4,3,11,Core Customers
C02045,33,2,404.83000000000004,107.4,97.92,0.0,4,4,3,11,Core Customers
C02231,48,2,400.25,100.08,70.64,0.0,4,4,3,11,Core Customers
C01274,1,2,399.58,126.85,34.74,0.0,5,3,3,11,Core Customers
C00631,1,2,396.74,125.86,51.55,0.0,5,3,3,11,Core Customers
C03009,22,1,396.63,158.59,36.85,0.0,5,3,3,11,Core Customers
C02301,31,2,396.57,125.80000000000001,51.53,0.0,4,4,3,11,Core Customers
C00847,20,2,395.79,125.53,51.43,0.0,5,3,3,11,Core Customers
C01742,31,2,395.15999999999997,98.59,69.73,0.0,4,4,3,11,Core Customers
C03055,49,2,394.51,98.39999999999999,89.55,0.0,4,4,3,11,Core Customers
C00470,4,2,393.22,124.63,34.19,0.0,5,3,3,11,Core Customers
C02102,40,2,392.98,97.96000000000001,92.67,0.0,4,4,3,11,Core Customers
C01295,16,2,391.29,100.47,94.39,0.0,5,3,3,11,Core Customers
C01734,46,3,391.18,89.44999999999999,88.78999999999999,0.0,4,4,3,11,Core Customers
C00082,18,2,389.85,97.06,88.5,0.0,5,3,3,11,Core Customers
C01448,48,3,388.4,94.64,68.53999999999999,0.0,4,4,3,11,Core Customers
C00370,3,2,375.62,118.47,53.91,0.0,5,3,3,11,Core Customers
C01089,18,2,375.57,115.46000000000001,32.66,0.0,5,3,3,11,Core Customers
